ranking_id,country_id,region_id,indicator_id,year,value,unit,within_country_rank,within_country_count,ranking_type,interpretation_boundary
"hungary_regional_gdp_per_capita_2022_hungary_baranya","hungary","hungary_baranya","regional_gdp_per_capita","2022","12125","欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_baranya","hungary","hungary_baranya","regional_population","2023","355315","人","11","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_baranya","hungary","hungary_baranya","regional_gdp","2023","4988.21","百万欧元","12","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_baranya","hungary","hungary_baranya","regional_gdp_per_capita","2023","14039","欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_baranya","hungary","hungary_baranya","regional_population","2024","353331","人","11","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_baranya","hungary","hungary_baranya","regional_gdp","2024","5089.78","百万欧元","12","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_baranya","hungary","hungary_baranya","regional_gdp_per_capita","2024","14405","欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_bekes","hungary","hungary_bekes","regional_population","2021","321661","人","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_bekes","hungary","hungary_bekes","regional_gdp","2021","3082.83","百万欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_bekes","hungary","hungary_bekes","regional_gdp_per_capita","2021","9584","欧元","18","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_bekes","hungary","hungary_bekes","regional_population","2022","318081","人","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_bekes","hungary","hungary_bekes","regional_gdp","2022","3262.41","百万欧元","18","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_bekes","hungary","hungary_bekes","regional_gdp_per_capita","2022","10257","欧元","18","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_bekes","hungary","hungary_bekes","regional_population","2023","314380","人","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_bekes","hungary","hungary_bekes","regional_gdp","2023","3680.53","百万欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_bekes","hungary","hungary_bekes","regional_gdp_per_capita","2023","11707","欧元","19","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_bekes","hungary","hungary_bekes","regional_population","2024","310912","人","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_bekes","hungary","hungary_bekes","regional_gdp","2024","3809.24","百万欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_bekes","hungary","hungary_bekes","regional_gdp_per_capita","2024","12252","欧元","19","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_population","2021","635644","人","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp","2021","7465.28","百万欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp_per_capita","2021","11744","欧元","11","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_population","2022","629621","人","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp","2022","7362.71","百万欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp_per_capita","2022","11694","欧元","15","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_population","2023","624219","人","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp","2023","8173.42","百万欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp_per_capita","2023","13094","欧元","15","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_population","2024","617800","人","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp","2024","8302.64","百万欧元","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_borsod_abauj_zemplen","hungary","hungary_borsod_abauj_zemplen","regional_gdp_per_capita","2024","13439","欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_population","2021","395106","人","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp","2021","4908.58","百万欧元","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp_per_capita","2021","12423","欧元","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_population","2022","392621","人","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp","2022","5458.82","百万欧元","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp_per_capita","2022","13904","欧元","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_population","2023","391207","人","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp","2023","6140.92","百万欧元","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp_per_capita","2023","15697","欧元","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_population","2024","389411","人","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp","2024","6076.61","百万欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_csongrad_csanad","hungary","hungary_csongrad_csanad","regional_gdp_per_capita","2024","15605","欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_fejer","hungary","hungary_fejer","regional_population","2021","418634","人","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_fejer","hungary","hungary_fejer","regional_gdp","2021","6474.3","百万欧元","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_fejer","hungary","hungary_fejer","regional_gdp_per_capita","2021","15465","欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_fejer","hungary","hungary_fejer","regional_population","2022","418542","人","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_fejer","hungary","hungary_fejer","regional_gdp","2022","6805.1","百万欧元","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_fejer","hungary","hungary_fejer","regional_gdp_per_capita","2022","16259","欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_fejer","hungary","hungary_fejer","regional_population","2023","419565","人","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_fejer","hungary","hungary_fejer","regional_gdp","2023","7586.93","百万欧元","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_fejer","hungary","hungary_fejer","regional_gdp_per_capita","2023","18083","欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_fejer","hungary","hungary_fejer","regional_population","2024","419490","人","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_fejer","hungary","hungary_fejer","regional_gdp","2024","7919.55","百万欧元","6","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_fejer","hungary","hungary_fejer","regional_gdp_per_capita","2024","18879","欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_population","2021","467419","人","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp","2021","8091.59","百万欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp_per_capita","2021","17311","欧元","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_population","2022","468465","人","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp","2022","8721.59","百万欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp_per_capita","2022","18617","欧元","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_population","2023","471309","人","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp","2023","10089.76","百万欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp_per_capita","2023","21408","欧元","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_population","2024","473246","人","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp","2024","10292.79","百万欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_gyor_moson_sopron","hungary","hungary_gyor_moson_sopron","regional_gdp_per_capita","2024","21749","欧元","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_population","2021","523648","人","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp","2021","5976.92","百万欧元","7","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp_per_capita","2021","11414","欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_population","2022","521802","人","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp","2022","6664.55","百万欧元","6","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp_per_capita","2022","12772","欧元","12","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_population","2023","520656","人","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp","2023","7923.53","百万欧元","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp_per_capita","2023","15218","欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_population","2024","520550","人","5","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp","2024","8347.32","百万欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_hajdu_bihar","hungary","hungary_hajdu_bihar","regional_gdp_per_capita","2024","16036","欧元","8","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_heves","hungary","hungary_heves","regional_population","2021","290396","人","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_heves","hungary","hungary_heves","regional_gdp","2021","3308.36","百万欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_heves","hungary","hungary_heves","regional_gdp_per_capita","2021","11393","欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_heves","hungary","hungary_heves","regional_population","2022","288430","人","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_heves","hungary","hungary_heves","regional_gdp","2022","3604.79","百万欧元","15","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_heves","hungary","hungary_heves","regional_gdp_per_capita","2022","12498","欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_heves","hungary","hungary_heves","regional_population","2023","287533","人","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_heves","hungary","hungary_heves","regional_gdp","2023","4270.85","百万欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_heves","hungary","hungary_heves","regional_gdp_per_capita","2023","14853","欧元","11","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_heves","hungary","hungary_heves","regional_population","2024","285058","人","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_heves","hungary","hungary_heves","regional_gdp","2024","4339.77","百万欧元","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_heves","hungary","hungary_heves","regional_gdp_per_capita","2024","15224","欧元","12","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_population","2021","362084","人","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp","2021","3898.22","百万欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp_per_capita","2021","10766","欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_population","2022","358883","人","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp","2022","3953.34","百万欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp_per_capita","2022","11016","欧元","17","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_population","2023","356388","人","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp","2023","4545.49","百万欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp_per_capita","2023","12754","欧元","16","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_population","2024","353511","人","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp","2024","4820.55","百万欧元","13","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_jasz_nagykun_szolnok","hungary","hungary_jasz_nagykun_szolnok","regional_gdp_per_capita","2024","13636","欧元","15","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_population","2021","302138","人","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp","2021","4497.41","百万欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp_per_capita","2021","14885","欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_population","2022","300869","人","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp","2022","4837.43","百万欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp_per_capita","2022","16078","欧元","4","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_population","2023","301492","人","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp","2023","6056.89","百万欧元","10","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp_per_capita","2023","20090","欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_population","2024","301834","人","14","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp","2024","6184.63","百万欧元","9","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_komarom_esztergom","hungary","hungary_komarom_esztergom","regional_gdp_per_capita","2024","20490","欧元","3","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_nograd","hungary","hungary_nograd","regional_population","2021","185153","人","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_nograd","hungary","hungary_nograd","regional_gdp","2021","1382.08","百万欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2021_hungary_nograd","hungary","hungary_nograd","regional_gdp_per_capita","2021","7465","欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2022_hungary_nograd","hungary","hungary_nograd","regional_population","2022","183318","人","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2022_hungary_nograd","hungary","hungary_nograd","regional_gdp","2022","1478.01","百万欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2022_hungary_nograd","hungary","hungary_nograd","regional_gdp_per_capita","2022","8063","欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2023_hungary_nograd","hungary","hungary_nograd","regional_population","2023","182038","人","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2023_hungary_nograd","hungary","hungary_nograd","regional_gdp","2023","1677.97","百万欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2023_hungary_nograd","hungary","hungary_nograd","regional_gdp_per_capita","2023","9218","欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2024_hungary_nograd","hungary","hungary_nograd","regional_population","2024","180469","人","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2024_hungary_nograd","hungary","hungary_nograd","regional_gdp","2024","1769.4","百万欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_per_capita_2024_hungary_nograd","hungary","hungary_nograd","regional_gdp_per_capita","2024","9804","欧元","20","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_population_2021_hungary_pest","hungary","hungary_pest","regional_population","2021","1300389","人","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"hungary_regional_gdp_2021_hungary_pest","hungary","hungary_pest","regional_gdp","2021","17265.74","百万欧元","2","20","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
