country,country_slug,dimension,year,source,source_url,source_reliability,related_observation_ids,related_project_ids,variable_id,raw_value,unit,calculation_method,data_completeness,model_eligible,limitation_note,calculation_trace,normalized_score,weight
"斯洛伐克","slovakia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","7.344","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":8495738441.388,""denominator"":115675104865.238,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","36.7","0.35"
"斯洛伐克","slovakia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","4.871","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":11263951646.171999,""denominator"":231250559961.039,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","32.5","0.3"
"斯洛伐克","slovakia","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"斯洛伐克","slovakia","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=SK&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""v4:slovakia:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","16.2","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"41.3","0.2"
"斯洛伐克","slovakia","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=SK&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""v4:slovakia:automotive_export_share:2024""]","[]","automotive_export_share","40.357","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":36376344.94,""denominator"":90135995.62,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=SK&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=SK&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","88.4","0.25"
"斯洛伐克","slovakia","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:slovakia:germany_export_dependence:2024""]","[]","germany_export_dependence","21.398","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":24730967027.721,""denominator"":115575455095.801,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","38","0.15"
"斯洛伐克","slovakia","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SK&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:slovakia:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.23665","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.226,""denominator"":0.2473,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SK&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SK&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","45.5","0.1"
"斯洛伐克","slovakia","industrial","2024","Transparent Models / Industrial Dependency",,"A","[""v4:slovakia:manufacturing_share_gdp:2024"",""v4:slovakia:automotive_export_share:2024"",""transmission:slovakia:germany_export_dependence:2024"",""transmission:slovakia:industrial_electricity_price:2024""]","[]","industrial_dependency_score","55.2","0-100 comparative score","reuse published v0.70 transparent output without changing its formula","100","true","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,"55.2","0.15"
"斯洛伐克","slovakia","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"德国","germany","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"德国","germany","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"德国","germany","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"德国","germany","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","5.802","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":94621854899.106,""denominator"":1630712507952.936,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","58","0.35"
"德国","germany","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","12.312","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":169531634225.435,""denominator"":1376916344521.952,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","61.6","0.35"
"德国","germany","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","8.783","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":264153489124.54102,""denominator"":3007628852474.8877,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=276&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","58.6","0.3"
"德国","germany","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"德国","germany","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=DE&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:germany:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","17.7","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"51.3","0.2"
"德国","germany","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=DE&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""parity:germany:automotive_export_share:2024""]","[]","automotive_export_share","19.562","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":263605846.69,""denominator"":1347513654.12,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=DE&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=DE&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","36.4","0.25"
"德国","germany","industrial",,"待接入",,"D","[]","[]","germany_export_dependence",,"pending","official observation","0","false","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,,"0.15"
"德国","germany","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=DE&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:germany:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.2816","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.2798,""denominator"":0.2834,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=DE&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=DE&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","60.5","0.1"
"德国","germany","industrial","2025","Transparent Models / Industrial Dependency",,"A","[""parity:germany:manufacturing_share_gdp:2025""]","[]","industrial_dependency_score",,"0-100 comparative score","reuse published v0.70 transparent output without changing its formula","25","false","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,,"0.15"
"德国","germany","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"罗马尼亚","romania","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"罗马尼亚","romania","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"罗马尼亚","romania","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"罗马尼亚","romania","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","0.777","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":779681882.29,""denominator"":100370881686.1,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","7.8","0.35"
"罗马尼亚","romania","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","6.233","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":8508648019.15,""denominator"":136519363524.29,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","31.2","0.35"
"罗马尼亚","romania","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","3.921","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":9288329901.439999,""denominator"":236890245210.39,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","26.1","0.3"
"罗马尼亚","romania","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"罗马尼亚","romania","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=RO&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:romania:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","11.8","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"12","0.2"
"罗马尼亚","romania","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""parity:romania:automotive_export_share:2024""]","[]","automotive_export_share","19.949","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":18236588.75,""denominator"":91417992.89,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","37.4","0.25"
"罗马尼亚","romania","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:romania:germany_export_dependence:2024""]","[]","germany_export_dependence","20.542","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":20618519652.72,""denominator"":100370881686.1,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","35.1","0.15"
"罗马尼亚","romania","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RO&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:romania:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.19445","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.1903,""denominator"":0.1986,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RO&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RO&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","31.5","0.1"
"罗马尼亚","romania","industrial","2024","Transparent Models / Industrial Dependency",,"A","[""parity:romania:manufacturing_share_gdp:2024"",""parity:romania:automotive_export_share:2024"",""transmission:romania:germany_export_dependence:2024"",""transmission:romania:industrial_electricity_price:2024""]","[]","industrial_dependency_score","31.7","0-100 comparative score","reuse published v0.70 transparent output without changing its formula","100","true","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,"31.7","0.15"
"罗马尼亚","romania","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"斯洛文尼亚","slovenia","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"斯洛文尼亚","slovenia","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"斯洛文尼亚","slovenia","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"斯洛文尼亚","slovenia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","0.443","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":295319909.365,""denominator"":66635685553.501,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","4.4","0.35"
"斯洛文尼亚","slovenia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","12.214","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":9169187028.26,""denominator"":75069201938.715,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","61.1","0.35"
"斯洛文尼亚","slovenia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","6.679","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":9464506937.625,""denominator"":141704887492.216,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","44.5","0.3"
"斯洛文尼亚","slovenia","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"斯洛文尼亚","slovenia","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=SI&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:slovenia:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","18.6","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"57.3","0.2"
