region_id,country_id,region_name_zh,region_name_en,region_name_local,admin_level,admin_code,parent_region_id,capital_or_main_city,region_type,is_v4_region,is_boundary_available,is_statistical_data_available,is_election_data_available,is_china_project_mapped,validation_manifest_file,manifest_status,expected_region_count,feature_count,nuts_code_count,region_id_candidate_count,detail_record_count,matched_region_count,unmatched_region_count,duplicate_region_id_count,duplicate_nuts_code_count,missing_geometry_count,manifest_detail_validation_status,region_id_final_matched,region_id_match_decision_status,region_id_match_evidence_status,license_checked,authoritative_topology_checked,public_display_ready,is_ready_for_display,data_status,source_status,last_updated,notes,region_code,region_name,local_name,level,nuts_adm_classification,geometry_source,geometry_version,geometry_source_url,geometry_license,topology_status,spatial_comparability
"hungary_szabolcs_szatmar_bereg","hungary","索博尔奇-索特马尔-贝拉格州","Szabolcs-Szatmar-Bereg County","Szabolcs-Szatmar-Bereg varmegye","NUTS3","HU323","","Nyiregyhaza","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU323","Szabolcs-Szatmar-Bereg County","Szabolcs-Szatmar-Bereg varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_tolna","hungary","托尔瑙州","Tolna County","Tolna varmegye","NUTS3","HU233","","Szekszard","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU233","Tolna County","Tolna varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_vas","hungary","沃什州","Vas County","Vas varmegye","NUTS3","HU222","","Szombathely","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU222","Vas County","Vas varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_veszprem","hungary","维斯普雷姆州","Veszprem County","Veszprem varmegye","NUTS3","HU213","","Veszprem","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU213","Veszprem County","Veszprem varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"hungary_zala","hungary","佐洛州","Zala County","Zala varmegye","NUTS3","HU223","","Zalaegerszeg","county","true","true","true","false","false","public/data/boundaries/sandbox/hu_nuts3_gisco_2024.validation.json","manifest_detail_validation_recorded","20","20","20","20","20","20","0","0","0","0","detail_validation_recorded_final_region_id_match_recorded","true","final_match_recorded","final_match_recorded","false","false","false","false","正式数据","官方来源","2026-08-02","v0.21 Hungary NUTS3 最终主键、GISCO 许可与权威拓扑验收判定均已记录；正式地图展示仍未启用。","HU223","Zala County","Zala varmegye","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_prague","czechia","布拉格","Prague","Praha","NUTS3","CZ010","","Prague","capital city / region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ010","Prague","Praha","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_central_bohemian","czechia","中波希米亚州","Central Bohemian Region","Stredocesky kraj","NUTS3","CZ020","","Prague","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ020","Central Bohemian Region","Stredocesky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_south_bohemian","czechia","南波希米亚州","South Bohemian Region","Jihocesky kraj","NUTS3","CZ031","","Ceske Budejovice","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ031","South Bohemian Region","Jihocesky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_plzen","czechia","比尔森州","Plzen Region","Plzensky kraj","NUTS3","CZ032","","Plzen","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ032","Plzen Region","Plzensky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_karlovy_vary","czechia","卡罗维发利州","Karlovy Vary Region","Karlovarsky kraj","NUTS3","CZ041","","Karlovy Vary","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ041","Karlovy Vary Region","Karlovarsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_usti","czechia","乌斯季州","Usti nad Labem Region","Ustecky kraj","NUTS3","CZ042","","Usti nad Labem","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ042","Usti nad Labem Region","Ustecky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_liberec","czechia","利贝雷茨州","Liberec Region","Liberecky kraj","NUTS3","CZ051","","Liberec","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ051","Liberec Region","Liberecky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_hradec_kralove","czechia","赫拉德茨-克拉洛韦州","Hradec Kralove Region","Kralovehradecky kraj","NUTS3","CZ052","","Hradec Kralove","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ052","Hradec Kralove Region","Kralovehradecky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_pardubice","czechia","帕尔杜比采州","Pardubice Region","Pardubicky kraj","NUTS3","CZ053","","Pardubice","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ053","Pardubice Region","Pardubicky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_vysocina","czechia","维索基纳州","Vysocina Region","Kraj Vysocina","NUTS3","CZ063","","Jihlava","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ063","Vysocina Region","Kraj Vysocina","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_south_moravian","czechia","南摩拉维亚州","South Moravian Region","Jihomoravsky kraj","NUTS3","CZ064","","Brno","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ064","South Moravian Region","Jihomoravsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_olomouc","czechia","奥洛穆茨州","Olomouc Region","Olomoucky kraj","NUTS3","CZ071","","Olomouc","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ071","Olomouc Region","Olomoucky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_zlin","czechia","兹林州","Zlin Region","Zlinsky kraj","NUTS3","CZ072","","Zlin","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ072","Zlin Region","Zlinsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"czechia_moravian_silesian","czechia","摩拉维亚-西里西亚州","Moravian-Silesian Region","Moravskoslezsky kraj","NUTS3","CZ080","","Ostrava","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","CZ080","Moravian-Silesian Region","Moravskoslezsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_bratislava","slovakia","布拉迪斯拉发州","Bratislava Region","Bratislavsky kraj","NUTS3","SK010","","Bratislava","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK010","Bratislava Region","Bratislavsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_trnava","slovakia","特尔纳瓦州","Trnava Region","Trnavsky kraj","NUTS3","SK021","","Trnava","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK021","Trnava Region","Trnavsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_trencin","slovakia","特伦钦州","Trencin Region","Trenciansky kraj","NUTS3","SK022","","Trencin","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK022","Trencin Region","Trenciansky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_nitra","slovakia","尼特拉州","Nitra Region","Nitriansky kraj","NUTS3","SK023","","Nitra","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK023","Nitra Region","Nitriansky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_zilina","slovakia","日利纳州","Zilina Region","Zilinsky kraj","NUTS3","SK031","","Zilina","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK031","Zilina Region","Zilinsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_banska_bystrica","slovakia","班斯卡-比斯特里察州","Banska Bystrica Region","Banskobystricky kraj","NUTS3","SK032","","Banska Bystrica","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK032","Banska Bystrica Region","Banskobystricky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_presov","slovakia","普雷绍夫州","Presov Region","Presovsky kraj","NUTS3","SK041","","Presov","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK041","Presov Region","Presovsky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"slovakia_kosice","slovakia","科希策州","Kosice Region","Kosicky kraj","NUTS3","SK042","","Kosice","region","true","true","true","false","false","","not_started","0","0","0","0","0","0","0","0","0","0","not_started","false","not_started","not_started","false","false","false","false","正式数据","官方来源","2026-08-02","v0.9 区域主键层第一版；仅建立 ADM1 元数据和稳定 region_id。真实边界、区域统计、区域选举和对华项目坐标尚未接入。","SK042","Kosice Region","Kosicky kraj","NUTS3","NUTS / NUTS3","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_3.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_baden_wurttemberg","germany","巴登-符腾堡州","Baden-Wurttemberg","Baden-Wurttemberg","NUTS1","DE1","","斯图加特","州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE1","Baden-Wurttemberg","Baden-Wurttemberg","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_bavaria","germany","巴伐利亚州","Bavaria","Bavaria","NUTS1","DE2","","慕尼黑","州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE2","Bavaria","Bavaria","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_berlin","germany","柏林","Berlin","Berlin","NUTS1","DE3","","柏林","州 / 城市州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE3","Berlin","Berlin","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_brandenburg","germany","勃兰登堡州","Brandenburg","Brandenburg","NUTS1","DE4","","波茨坦","州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE4","Brandenburg","Brandenburg","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_bremen","germany","不来梅","Bremen","Bremen","NUTS1","DE5","","不来梅","州 / 城市州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE5","Bremen","Bremen","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_hamburg","germany","汉堡","Hamburg","Hamburg","NUTS1","DE6","","汉堡","州 / 城市州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE6","Hamburg","Hamburg","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
"germany_hesse","germany","黑森州","Hesse","Hesse","NUTS1","DE7","","威斯巴登","州","false","true","true","false","false","","not_applicable","0","0","0","0","0","0","0","0","0","0","not_applicable","false","not_applicable","not_applicable","false","false","false","false","正式数据","官方来源","2026-08-02","v0.85 将既有国家页区域入口迁入统一 regions 主键层；ADM1 Land; NUTS1 correspondence candidate。官方区域代码、NUTS/ADM 对应关系与边界属性仍需逐条核验。","DE7","Hesse","Hesse","NUTS1","NUTS / NUTS1","Eurostat GISCO NUTS 2024","NUTS 2024","https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_01M_2024_4326_LEVL_1.geojson","Non-commercial research display candidate; attribution required; public display remains gated.","basic_geometry_qa_recorded_pending_country_gate","pending_level_and_definition_alignment"
